#node	date	numeric date
EPI_ISL_1240998	2020-08-29	2020.658470
EPI_ISL_615068	2020-09-20	2020.718579
NODE_0000099	2020-02-11	2020.114103
EPI_ISL_1240677	2021-02-20	2021.136986
EPI_ISL_2932614	2020-09-21	2020.721311
EPI_ISL_956414	2020-11-21	2020.887978
NODE_0000176	2020-01-11	2020.028108
NODE_0000177	2020-03-31	2020.246116
EPI_ISL_623074	2020-05-12	2020.360656
NODE_0000178	2020-08-01	2020.581967
EPI_ISL_13632084	2020-08-01	2020.581967
EPI_ISL_14874401	2020-08-01	2020.581967
NODE_0000179	2020-10-08	2020.768281
EPI_ISL_1139106	2020-11-02	2020.836066
NODE_0000180	2020-11-20	2020.885246
EPI_ISL_653920	2020-11-20	2020.885246
NODE_0000321	2020-11-24	2020.896175
EPI_ISL_1139109	2020-11-24	2020.896175
EPI_ISL_1139108	2020-11-24	2020.896175
NODE_0000457	2020-03-25	2020.231721
EPI_ISL_614401	2020-09-23	2020.726776
NODE_0000328	2020-07-19	2020.546762
NODE_0000329	2020-08-13	2020.616650
EPI_ISL_5863929	2020-10-12	2020.778689
