Isolate_Id	Isolate_Name	Subtype	Host	Location	Collection_Date	Domestic_Status
EPI_ISL_654821	A/chicken/Saratov/29801/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Saratov Oblast / Saratov	2020-09-15	Domestic
EPI_ISL_654824	A/duck/Saratov/29804/2020	A / H5N8	Anas platyrhynchos f. domestica	Europe / Russian Federation / Saratov Oblast / Saratov	2020-09-15	Domestic
EPI_ISL_739686	A/chicken/Kazakhstan/Kn-3/2020	A / H5N8	Chicken	Asia / Kazakhstan / North Kazakhstan	2020-09-18	
EPI_ISL_739687	A/chicken/Kazakhstan/Kn-6/2020	A / H5N8	Chicken	Asia / Kazakhstan / North Kazakhstan	2020-09-18	
EPI_ISL_615073	A/domestic_goose/Kazakhstan/1-242_2-20-B/2020	A / H5N8	Goose	Asia / Kazakhstan / North Kazakhstan	2020-09-19	Domestic
EPI_ISL_615068	A/domestic_goose/Kazakhstan/1-248_2-20-B/2020	A / H5N8	Goose	Asia / Kazakhstan / Akmola	2020-09-20	Domestic
EPI_ISL_739688	A/chicken/Russia_Novosibirsk region/1910-1/2020	A / H5N8	Chicken	Europe / Russian Federation / Novosibirsk region	2020-09-22	
EPI_ISL_615065	A/domestic_goose/Kazakhstan/1-261_2-20-B/2020	A / H5N8	Goose	Asia / Kazakhstan / Kostanay	2020-09-22	Domestic
EPI_ISL_614401	A/mute_swan/Kazakhstan/1-267-20-B/2020	A / H5N8	Swan	Asia / Kazakhstan / Akmola	2020-09-23	Wild
EPI_ISL_615072	A/domestic_duck/Kazakhstan/1-274-20-B/2020	A / H5N8	Duck	Asia / Kazakhstan / Kostanay	2020-09-25	Domestic
EPI_ISL_1114735	A/chicken/Tyumen/302-01/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Tyumen Oblast / Tyumen	2020-09-26	
EPI_ISL_1114736	A/chicken/Tyumen/302-02/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Tyumen Oblast / Tyumen	2020-09-26	
EPI_ISL_603136	A/Eurasian Wigeon/Netherlands/7/2020	A / H5N8	Avian	Europe / Netherlands	2020-10-16	
EPI_ISL_625672	A/mute swan/Inner Mongolia/w2-1/2020	A / H5N8	Cygnus olor	Asia / China / Inner Mongolia Autonomous Region	2020-10-17	Wild
EPI_ISL_591075	A/mute swan/Netherlands/20015931-001/2020	A / H5N8	Cygnus olor	Europe / Netherlands / Provincie Utrecht / Kockengen	2020-10-17	Wild
EPI_ISL_1114737	A/chicken/Kostroma/304-01/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kostroma Oblast / Kostroma	2020-10-17	
EPI_ISL_1114738	A/chicken/Kostroma/304-03/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kostroma Oblast / Kostroma	2020-10-17	
EPI_ISL_1114740	A/chicken/Kostroma/304-04/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kostroma Oblast / Kostroma	2020-10-17	
EPI_ISL_1114746	A/chicken/Rostov-on-Don/308-02/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Rostov Oblast / Rostov-on-Don	2020-10-25	
EPI_ISL_603132	A/chicken/Netherlands/20016597-026030/2020	A / H5N8	Gallus gallus domesticus	Europe / Netherlands / Provincie Gelderland / West Maas en Waal / Altforst	2020-10-28	Domestic
EPI_ISL_614400	A/barnacle goose/Germany-SH/AI02167/2020	A / H5N8	Branta leucopsis	Europe / Germany / Schleswig-Holstein	2020-10-28	Wild
EPI_ISL_710508	A/Greylag_goose/England/033100/2020	A / H5N8	Greylag goose	Europe / United Kingdom / Gloucestershire	2020-10-30	Wild
EPI_ISL_813979	A/peregrine_falcon/Ireland/20VIR7872-1/2020	A / H5N8	Wild bird	Europe / Ireland	2020-11	
EPI_ISL_632318	A/greylag goose/Netherlands/20016879-001/2020	A / H5N8	Greylag goose	Europe / Netherlands / Provincie Friesland / Earnewald	2020-11-01	Wild
EPI_ISL_632317	A/barnacle goose/Netherlands/20016935-002/2020	A / H5N8	Branta leucopsis	Europe / Netherlands / Provincie Friesland / Holwerd	2020-11-01	Wild
EPI_ISL_626652	A/chicken/England/030720/2020	A / H5N8	Chicken	Europe / United Kingdom / Cheshire	2020-11-02	Domestic
EPI_ISL_641377	A/chicken/Netherlands/20016978-001/2020	A / H5N8	Gallus gallus	Europe / Netherlands / Provincie Noord-Holland / Edam-Volendam	2020-11-02	Domestic
EPI_ISL_710506	A/Canada_goose/England/032697/2020	A / H5N8	Branta canadensis	Europe / United Kingdom / Gloucestershire	2020-11-03	Wild
EPI_ISL_710507	A/Greylag_goose/England/032698/2020	A / H5N8	Greylag goose	Europe / United Kingdom / Gloucestershire	2020-11-03	Wild
EPI_ISL_984680	A/black-headed gull/Denmark/14139-4/2020	A / H5N8	Chroicocephalus ridibundus	Europe / Denmark / Region Syddanmark / Tonder Kommune	2020-11-04	Wild
EPI_ISL_984670	A/barnacle goose/Denmark/14139-1/2020	A / H5N8	Branta leucopsis	Europe / Denmark / Region Syddanmark / Tonder Kommune	2020-11-04	Wild
EPI_ISL_984675	A/barnacle goose/Denmark/14139-3/2020	A / H5N8	Branta leucopsis	Europe / Denmark / Region Syddanmark / Tonder Kommune	2020-11-04	Wild
EPI_ISL_644735	A/Cygnus_olor/Belgium/11956_001/2020 (H5N8)	A / H5N8	Cygnus olor	Europe / Belgium / Provincie West-Vlaanderen / Oudenburg	2020-11-04	Wild
EPI_ISL_644824	A/barnacle goose/Denmark/14138-1/2020-11-04(H5N8)	A / H5N8	Branta leucopsis	Europe / Denmark / Region Syddanmark / Tonder Kommune	2020-11-04	Wild
EPI_ISL_984686	A/barnacle goose/Denmark/14536-1/2020	A / H5N8	Branta leucopsis	Europe / Denmark / Region Syddanmark / Abenra Kommune	2020-11-05	Wild
EPI_ISL_984690	A/peregrine falcon/Denmark/14596-1/2020	A / H5N8	Falco peregrinus	Europe / Denmark / Region Syddanmark / Svendborg Kommune	2020-11-06	Wild
EPI_ISL_1575129	A/Common Buzzard/Netherlands/4/2020	A / H5N8	Avian	Europe / Netherlands / Rotterdam	2020-11-06	
EPI_ISL_1575130	A/Mute Swan/Netherlands/1/2020	A / H5N8	Avian	Europe / Netherlands / Rotterdam	2020-11-06	
EPI_ISL_1575131	A/Herring Gull/Netherlands/1/2020	A / H5N8	Avian	Europe / Netherlands / Rotterdam	2020-11-06	
EPI_ISL_1575132	A/Herring Gull/Netherlands/2/2020	A / H5N8	Avian	Europe / Netherlands / Rotterdam	2020-11-06	
EPI_ISL_1575136	A/Mute Swan/Netherlands/5/2020	A / H5N8	Avian	Europe / Netherlands / Rotterdam	2020-11-06	
EPI_ISL_984691	A/common buzzard/Denmark/14600-1/2020	A / H5N8	Buteo buteo	Europe / Denmark / Region Syddanmark / Abenra Kommune	2020-11-06	Wild
EPI_ISL_984692	A/barnacle goose/Denmark/14600-2/2020	A / H5N8	Branta leucopsis	Europe / Denmark / Region Syddanmark / Abenra Kommune	2020-11-07	Wild
EPI_ISL_984693	A/barnacle goose/Denmark/14599-1/2020	A / H5N8	Branta leucopsis	Europe / Denmark / Region Sjaland / Kalundborg Kommune	2020-11-07	Wild
EPI_ISL_664102	A/Numenius_arquata/Belgium/11956_003/2020	A / H5N8	Eurasian curlew	Europe / Belgium / Provincie West-Vlaanderen / Wilskerke	2020-11-07	Wild
EPI_ISL_1123357	A/brent_goose/England/233339/2020	A / H5N8	Branta bernicla	Europe / United Kingdom / Lincolnshire	2020-11-08	
EPI_ISL_984694	A/graylag goose/Denmark/14535-1/2020	A / H5N8	Greylag goose	Europe / Denmark / Region Nordjylland / Alborg	2020-11-09	Wild
EPI_ISL_710509	A/chicken/England/033708/2020	A / H5N8	Gallus gallus domesticus	Europe / United Kingdom / Hertfordshire	2020-11-09	Domestic
EPI_ISL_1123359	A/mute swan/England/263814/2020	A / H5N8	Cygnus olor	Europe / United Kingdom / Dorset	2020-11-10	Wild
EPI_ISL_668456	A/Peregrine falcon/Sweden/SVA201117SZ0467/20KN003345/2020	A / H5N8	Falco peregrinus	Europe / Sweden / Skane Lan / Lunds Kommun	2020-11-10	Wild
EPI_ISL_667810	A/chicken/France/20P016448/2020	A / H5N8	Gallus gallus	Europe / France / Corsica / Departement de la Haute-Corse	2020-11-10	Domestic
EPI_ISL_641395	A/chicken/Netherlands/20017694-004/2020	A / H5N8	Gallus gallus	Europe / Netherlands / Provincie Noord-Holland / Gemeente Purmerend	2020-11-11	Domestic
EPI_ISL_668457	A/barnacle goose/Sweden/SVA201117SZ0468/KN003355/2020	A / H5N8	Branta leucopsis	Europe / Sweden / Skane Lan / Lunds Kommun	2020-11-12	Wild
EPI_ISL_647969	A/Turkey/Sweden/SVA201114SZ0001/20KN303106/2020	A / H5N8	Meleagris gallopavo	Europe / Sweden / Skane Lan / Tomelilla Kommun	2020-11-13	Domestic
EPI_ISL_683593	A/Eurasian_wigeon/Italy/20VIR7139-121/2020	A / H5N8	Wild bird	Europe / Italy / Veneto / Province of Rovigo / Valle Ca' Zuliani	2020-11-14	
EPI_ISL_683594	A/mallard/Italy/20VIR7139-124_feather/2020	A / H5N8	Mallard	Europe / Italy / Veneto / Province of Rovigo / Valle Ca' Zuliani	2020-11-14	
EPI_ISL_984695	A/chicken/Denmark/14819-6/2020	A / H5N8	Chicken	Europe / Denmark / Region Midtjylland / Randers Kommune	2020-11-15	Domestic
EPI_ISL_984688	A/barnacle goose/Denmark/14538-1/2020	A / H5N8	Branta leucopsis	Europe / Denmark / Region Syddanmark / Sonderborg Kommune	2020-11-15	Wild
EPI_ISL_666890	A/turkey/Croatia/104/2020	A / H5N8	Meleagris gallopavo	Europe / Croatia / Koprivnicko-Krizevacka Zupanija / Delovi	2020-11-17	Domestic
EPI_ISL_1665263	A/mute_swan/Slovenia/1639-20_21VIR959-1/2020	A / H5N8	Swan	Europe / Slovenia	2020-11-17	
EPI_ISL_1009710	A/wild duck/Korea/H331/2020	A / H5N8	Avian	Asia / Korea, Republic of / JJ	2020-11-17	
EPI_ISL_1665272	A/common_buzzard/Italy/21VIR431-7/2020	A / H5N8	Wild bird	Europe / Italy / Lecce	2020-11-17	
EPI_ISL_710511	A/chicken/England/037052/2020	A / H5N8	Gallus gallus domesticus	Europe / United Kingdom / Leicestershire	2020-11-19	Domestic
EPI_ISL_956414	A/Eurasian_wigeon/Italy/20VIR7301-362/2020	A / H5N8	Wild bird	Europe / Italy / Venezia	2020-11-21	
EPI_ISL_683751	A/Eurasian_wigeon/Italy/20VIR7301-31/2020	A / H5N8	Wild bird	Europe / Italy / Veneto / Province of Venice / Jesolo	2020-11-21	
EPI_ISL_661177	A/chicken/Poland/448/2020	A / H5N8	Gallus gallus	Europe / Poland / Greater Poland Voivodeship	2020-11-24	Domestic
EPI_ISL_1009698	A/mallard/Korea/WA820/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-11-25	
EPI_ISL_1665251	A/common_teal/Italy/20VIR7439-191/2020	A / H5N8	Teal	Europe / Italy / Rovigo	2020-11-28	
EPI_ISL_956411	A/greylag_goose/Italy/20VIR7660-6/2020	A / H5N8	Greylag goose	Europe / Italy / Venezia	2020-11-29	
EPI_ISL_1295639	A/turkey/Norway/FU496/2020	A / H5N8	Turkey	Europe / Norway	2020-11-30	Domestic
EPI_ISL_779129	A/turkey/Poland/464/2020(H5N8)	A / H5N8	Meleagris gallopavo	Europe / Poland / Masovian Voivodeship	2020-12-01	Domestic
EPI_ISL_1665264	A/mute_swan/Slovenia/1756-20_21VIR959-3/2020	A / H5N8	Swan	Europe / Slovenia	2020-12-02	
EPI_ISL_846602	A/turkey/Poland/475/2020(H5N8)	A / H5N8	Turkey	Europe / Poland / wielkopolskie	2020-12-03	
EPI_ISL_846601	A/chicken/Poland/474/2020(H5N8)	A / H5N8	Chicken	Europe / Poland / pomorskie	2020-12-03	
EPI_ISL_956408	A/common_teal/Italy/20VIR7608-73/2020	A / H5N8	Common teal	Europe / Italy / Venezia	2020-12-04	
EPI_ISL_1185026	A/chicken/Astrakhan/2171-1/2020 	A / H5N8	Gallus gallus	Europe / Russian Federation / Astrakhan Oblast 	2020-12-07	Domestic
EPI_ISL_846604	A/turkey/Poland/477/2020(H5N8)	A / H5N8	Turkey	Europe / Poland / Masovian Voivodeship / mazowieckie	2020-12-07	
EPI_ISL_985184	A/duck/Korea/H411/2020	A / H5N8	Avian	Asia / Korea, Republic of / JN	2020-12-08	
EPI_ISL_1220094	A/tundra_bean_goose/Poland/MB132/2020	A / H5N8	Goose	Europe / Poland / West Pomeranian Voivodeship	2020-12-09	
EPI_ISL_985187	A/duck/Korea/H431/2020	A / H5N8	Avian	Asia / Korea, Republic of / JN	2020-12-10	
EPI_ISL_1665266	A/mute_swan/Slovenia/1820-20_21VIR959-4/2020	A / H5N8	Swan	Europe / Slovenia	2020-12-10	
EPI_ISL_1114749	A/turkey/Stavropol/320-01/2020	A / H5N8	Meleagris gallopavo	Europe / Russian Federation / Stavropol Krai / Stavropol	2020-12-11	
EPI_ISL_985191	A/chicken/Korea/H440/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-12-12	
EPI_ISL_1039238	A/chicken/Astrakhan/321-09/2020	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Astrakhan Oblast 	2020-12-12	Domestic
EPI_ISL_985194	A/goose/Korea/H449/2020	A / H5N8	Avian	Asia / Korea, Republic of / CN	2020-12-14	
EPI_ISL_1009707	A/wild bird/Korea/H467/2020	A / H5N8	Avian	Asia / Korea, Republic of / CB	2020-12-14	
EPI_ISL_846624	A/wild_goose/Poland/MB142/2020(H5N8)	A / H5N8	Goose	Europe / Poland / pomorskie	2020-12-15	
EPI_ISL_985196	A/duck/Korea/H471/2020	A / H5N8	Avian	Asia / Korea, Republic of / JN	2020-12-16	
EPI_ISL_846623	A/swan/Poland/MB141/2020(H5N8)	A / H5N8	Swan	Europe / Poland / Pomeranian Voivodeship / pomorskie	2020-12-16	
EPI_ISL_1009709	A/wild bird/Korea/H496-3/2020	A / H5N8	Avian	Asia / Korea, Republic of / JJ	2020-12-16	
EPI_ISL_1123350	A/chicken/England/043683/2020	A / H5N8	Chicken	Europe / United Kingdom / Dorset	2020-12-17	
EPI_ISL_985197	A/duck/Korea/H499/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-12-20	
EPI_ISL_977599	A/duck/Northern China/LSP/2020(H5N8)	A / H5N8	Duck	Asia / China / Shandong Province	2020-12-21	
EPI_ISL_985199	A/chicken/Korea/H510/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-12-22	
EPI_ISL_985205	A/duck/Korea/H524/2020	A / H5N8	Avian	Asia / Korea, Republic of / CN	2020-12-24	
EPI_ISL_1123352	A/chicken/England/045984/2020	A / H5N8	Chicken	Europe / United Kingdom / Norfolk	2020-12-24	
EPI_ISL_985206	A/chicken/Korea/H525/2020	A / H5N8	Avian	Asia / Korea, Republic of / CN	2020-12-25	
EPI_ISL_985207	A/chicken/Korea/H526/2020	A / H5N8	Avian	Asia / Korea, Republic of / GB	2020-12-25	
EPI_ISL_1123353	A/duck/England/046311/2020	A / H5N8	Duck	Europe / United Kingdom / Norfolk	2020-12-26	
EPI_ISL_1123354	A/chicken/England/046491/2020	A / H5N8	Chicken	Europe / United Kingdom / Devon	2020-12-28	
EPI_ISL_1009680	A/White peacock/Korea/H533/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-12-28	
EPI_ISL_1009682	A/chicken/Korea/H544/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-12-29	
EPI_ISL_1009683	A/duck/Korea/H542/2020	A / H5N8	Avian	Asia / Korea, Republic of / JN	2020-12-29	
EPI_ISL_977582	A/duck/Northern China/ZGL/2020(H5N8)	A / H5N8	Duck	Asia / China / Shandong Province	2020-12-29	
EPI_ISL_1009685	A/duck/Korea/H549/2020	A / H5N8	Avian	Asia / Korea, Republic of / JB	2020-12-30	
EPI_ISL_1114752	A/mute swan/North Ossetia-Alania/325-01/2020	A / H5N8	Cygnus olor	Europe / Russian Federation / Republic of North Ossetia?Alania	2020-12-31	
EPI_ISL_995172	A/chicken/Northern_Ireland/2020-17671_21VIR113-11/2020	A / H5N8	Chicken	Europe / United Kingdom / Northern Ireland	2020-12-31	
EPI_ISL_1009686	A/chicken/Korea/H550/2020	A / H5N8	Avian	Asia / Korea, Republic of / GG	2020-12-31	
EPI_ISL_1009687	A/quail/Korea/H551/2020	A / H5N8	Avian	Asia / Korea, Republic of / GB	2020-12-31	
EPI_ISL_977595	A/duck/Southwestern China/B1904/2020(H5N8)	A / H5N8	Duck	Asia / China / Sichuan Province	2020-12-31	
EPI_ISL_1009688	A/chicken/Korea/H001/2021	A / H5N8	Avian	Asia / Korea, Republic of / JN	2021-01-01	
EPI_ISL_1009689	A/chicken/Korea/H002/2021	A / H5N8	Avian	Asia / Korea, Republic of / CN	2021-01-03	
EPI_ISL_1009690	A/chicken/Korea/H008/2021	A / H5N8	Avian	Asia / Korea, Republic of / CN	2021-01-04	
EPI_ISL_1009691	A/duck/Korea/H009/2021	A / H5N8	Avian	Asia / Korea, Republic of / JB	2021-01-04	
EPI_ISL_1114760	A/chicken/Krasnodar/334-01/2021	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Krasnodar Krai / Krasnodar	2021-01-05	
EPI_ISL_1114761	A/chicken/Krasnodar/334-02/2021	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Krasnodar Krai / Krasnodar	2021-01-05	
EPI_ISL_996003	A/chicken/Northern_Ireland/2021-000067_21VIR114-19/2021	A / H5N8	Chicken	Europe / United Kingdom / Northern Ireland	2021-01-05	
EPI_ISL_1009711	A/duck/Korea/H016/2021	A / H5N8	Avian	Asia / Korea, Republic of / JN	2021-01-06	
EPI_ISL_2234811	A/anser_anser/Spain/102-8_21VIR1230-4/2021	A / H5N8	Wild bird	Europe / Spain	2021-01-07	
EPI_ISL_2234813	A/ciconia_ciconia/Spain/102-1_21VIR1230-2/2021	A / H5N8	Wild bird	Europe / Spain	2021-01-07	
EPI_ISL_1009693	A/chicken/Korea/H022/2021	A / H5N8	Avian	Asia / Korea, Republic of / GG	2021-01-08	
EPI_ISL_1665256	A/muscovy_duck/Slovakia/Pah1_21VIR1086-1/2021	A / H5N8	Duck	Europe / Slovakia / Kosice	2021-01-08	
EPI_ISL_2234817	A/goose/Romania/10205-t3_21VIR2593-7/2021	A / H5N8	Goose	Europe / Romania	2021-01-13	
EPI_ISL_2234818	A/goose/Romania/10205-t5_21VIR2593-8/2021	A / H5N8	Goose	Europe / Romania	2021-01-13	
EPI_ISL_1114725	A/mallard/Kagoshima/KU-d89/2021	A / H5N8	Mallard	Asia / Japan / Kagoshima	2021-01-16	Wild
EPI_ISL_2234819	A/goose/Romania/10330_21VIR2593-35/2021	A / H5N8	Goose	Europe / Romania	2021-01-19	
EPI_ISL_956368	A/mute swan/Czech Republic/1410-2/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Jihocesky Kraj / Okres Pisek / Zlivicky pond; GPS 49°21'26.626''N 14°6'16.268''E	2021-01-19	Wild
EPI_ISL_1098830	A/crane/Kagoshima/KU-93/2021	A / H5N8	Wild bird	Asia / Japan / Kagoshima	2021-01-19	Wild
EPI_ISL_2234820	A/hawk/Romania/10363_21VIR2593-11/2021	A / H5N8	Wild bird	Europe / Romania	2021-01-22	
EPI_ISL_1191587	A/chicken/Czech Republic/1566-2/2021	A / H5N8	Gallus gallus domesticus	Europe / Czech Republic / Jihocesky Kraj / Okres Tabor / Dlouha Lhota/Chynov; GPS 49.3561703 N, 14.7742128 E	2021-01-22	Domestic
EPI_ISL_1180234	A/mute swan/Czech Republic/1656-1/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Jihocesky Kraj / Okres Ceske Budejovice / Haklovy Dvory, Starohaklovsky pond	2021-01-24	Wild
EPI_ISL_1123355	A/pheasant/Wales/000252/2021	A / H5N8	Pheasant	Europe / United Kingdom / Isle of Anglesey	2021-01-26	
EPI_ISL_1295638	A/mute_swan/Norway/FU48/2021	A / H5N8	Cygnus olor	Europe / Norway	2021-01-26	Wild
EPI_ISL_2234812	A/anser_anser/Spain/297-1_21VIR1230-5/2021	A / H5N8	Wild bird	Europe / Spain	2021-01-27	
EPI_ISL_2234810	A/seagull/Italy/21VIR2479/2021	A / H5N8	Wild bird	Europe / Italy	2021-01-28	
EPI_ISL_1114755	A/turkey/Rostov-on-Don/332-08/2021	A / H5N8	Meleagris gallopavo	Europe / Russian Federation / Rostov Oblast / Rostov-on-Don	2021-01-29	
EPI_ISL_1719913	A/chicken/Bulgaria/39_21VIR1454-3/2021	A / H5N8	Chicken	Europe / Bulgaria / Slavyanovo	2021-02-01	
EPI_ISL_1665259	A/mute_swan/Austria/21014124_21VIR1085-8/2021	A / H5N8	Swan	Europe / Austria / Vienna	2021-02-01	
EPI_ISL_1033028	A/chicken/Czech Republic/2395/2021 	A / H5N8	Gallus gallus domesticus	Europe / Czech Republic / Stredocesky Kraj / Okres Benesov / Jankov	2021-02-02	Domestic
EPI_ISL_1033029	A/chicken/Czech Republic/2502-1/2021	A / H5N8	Gallus gallus domesticus	Europe / Czech Republic / Pardubicky kraj / Okres Chrudim / Ronov nad Doubravou; GPS 49°53'2.573''N, 15°32'2.451''E	2021-02-03	Domestic
EPI_ISL_1057106	 A/mute swan/Czech Republic/2669-1/2021 	A / H5N8	Cygnus olor	Europe / Czech Republic / Jihocesky Kraj / Okres Tabor / Sobeslav	2021-02-04	Wild
EPI_ISL_1058019	A/mute swan/Czech Republic/2669-2/2021 	A / H5N8	Cygnus olor	Europe / Czech Republic / Jihocesky Kraj / Okres Tabor / Sobeslav	2021-02-04	Wild
EPI_ISL_1420637	A/wigeon/Latvia/23903/2021	A / H5N8	Mareca penelope	Europe / Latvia / Jurmala	2021-02-04	Wild
EPI_ISL_1719914	A/pekin_duck/Bulgaria/48-3_21VIR1454-7/2021	A / H5N8	Duck	Europe / Bulgaria / Slavyanovo	2021-02-04	
EPI_ISL_1033124	A/mute swan/Czech Republic/2600/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Jihocesky Kraj / Okres Strakonice / Strakonice	2021-02-04	Wild
EPI_ISL_1058020	A/chicken/Czech Republic/29392021 	A / H5N8	Gallus gallus domesticus	Europe / Czech Republic / Jihocesky Kraj / Okres Strakonice / Katovice	2021-02-10	Domestic
EPI_ISL_1080480	A/mute swan/Czech Republic/3160-1/2021 	A / H5N8	Cygnus olor	Europe / Czech Republic / Liberecky Kraj / Okres Liberec / Prisovice, pond Velky pisecak, GPS: 50°34'13.630''N, 15°5'16.236''E	2021-02-14	Wild
