Isolate_Id	Isolate_Name	Subtype	Host	Location	Collection_Date	Domestic_Status
EPI_ISL_1080579	A/common coot/Czech Republic/3160-2/2021  	A / H5N8	Other avian	Europe / Czech Republic / Liberecky Kraj / Okres Liberec / Prisovice, pond Velky pisecak, GPS: 50°34'13.630''N,	2021-02-14	Wild
EPI_ISL_2111625	A/mute_swan/Poland/MB131/2021	A / H5N8	Cygnus olor	Europe / Poland / Pomeranian Voivodeship / Puck Bay (Władysławowo)	2021-02-15	Wild
EPI_ISL_1665247	A/chicken/Italy/21VIR1151-2/2021	A / H5N8	Chicken	Europe / Italy / Pordenone	2021-02-17	
EPI_ISL_1399231	A/chicken/Czech Republic/3531-1/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Vysocina Kraj / Okres Pelhrimov / Horni Cerekev; GPS: N 49°19.49288', E 15°19.76120'	2021-02-18	
EPI_ISL_2113167	A/mute_swan/Poland/MB189/2021	A / H5N8	Cygnus olor	Europe / Poland / Pomeranian Voivodeship / Gdynia	2021-02-22	Wild
EPI_ISL_1399238	A/mute swan/Czech Republic/3777/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Hlavni mesto Praha / Okres Praha / Kvetnice, Mlynsky rybnik; GPS: N 50°3.49715', E 14°40.89878'	2021-02-22	
EPI_ISL_1399239	A/mute swan/Czech Republic/4100/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Olomoucky Kraj / Okres Jesenik / Javornik; GPS: 50°24'35.8''N, 17°2'44.78''E	2021-02-23	
EPI_ISL_1665248	A/chicken/Italy/21VIR1293-9/2021	A / H5N8	Chicken	Europe / Italy / Padova	2021-02-23	
EPI_ISL_1399232	A/chicken/Czech Republic/3893/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Jihocesky Kraj / Okres Strakonice / Rojice	2021-02-25	
EPI_ISL_1719909	A/swan/Lithuania/1258PG1_21VIR2606-2/2021	A / H5N8	Swan	Europe / Lithuania / Vilnius	2021-02-26	
EPI_ISL_1719910	A/swan/Lithuania/1298PG1_21VIR2606-3/2021	A / H5N8	Swan	Europe / Lithuania / Vilnius	2021-02-26	
EPI_ISL_1399233	A/chicken/Czech Republic/4092-1/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Plzensky Kraj / Okres Klatovy / Hnevnice; GPS: N 49°44.08495', E 13°6.00505'	2021-02-27	
EPI_ISL_1399234	A/chicken/Czech Republic/4092-2/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Plzensky Kraj / Okres Klatovy / Hnevnice; GPS: N 49°44.08495', E 13°6.00505'	2021-02-27	
EPI_ISL_1279262	A/mute swan/Croatia/14/2021 	A / H5N8	Cygnus olor	Europe / Croatia / Vukovarsko-Srijemska Zupanija / River Bosut, Podgrađe	2021-03-01	Wild
EPI_ISL_1399240	A/mute swan/Czech Republic/4270/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Stredocesky Kraj / Okres Mlada Boleslav / rybnik Ohrada, Bosen	2021-03-02	
EPI_ISL_2113493	A/mute_swan/Poland/MB268/2021	A / H5N8	Cygnus olor	Europe / Poland / Pomeranian Voivodeship / Puck Bay (Jastarnia)	2021-03-03	Wild
EPI_ISL_1399242	A/mute swan/Czech Republic/4606/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Zlinsky Kraj / Okres Uherske Hradiste / Ostrozska jezera, Ostrozska Nova Ves-Chylice	2021-03-04	
EPI_ISL_1399244	A/mute swan/Czech Republic/4607-2/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Olomoucky Kraj / Okres Olomouc / Chomoutov	2021-03-04	
EPI_ISL_3102060	A/duck/Poland/H160_21RS1385-1/2021	A / H5N8	Duck	Europe / Poland / Wielkopolskie	2021-03-05	
EPI_ISL_2114013	A/mute_swan/Poland/MB272/2021	A / H5N8	Cygnus olor	Europe / Poland / Pomeranian Voivodeship / Stegna	2021-03-06	Wild
EPI_ISL_1399245	A/mute swan/Czech Republic/4799/2021	A / H5N8	Cygnus olor	Europe / Czech Republic / Morovskoslezsky Kraj / Okres Opava / Katerinky u Opavy, Stribrne jezero; GPS: N 49°57.29960', E 17°53.78212'	2021-03-06	
EPI_ISL_1399241	A/chicken/Czech Republic/4526/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Morovskoslezsky Kraj / Okres Opava / Vyhon, Velke Hostice; GPS: N 49°55.89045', E 17°58.67035'	2021-03-06	
EPI_ISL_1399236	A/chicken/Czech Republic/4756/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Stredocesky Kraj / Okres Pribram / Pocaply, Breznice	2021-03-10	
EPI_ISL_1697194	A/chicken/Czech Republic/4980/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Zlinsky Kraj / Okres Uherske Hradiste / Osvetimany	2021-03-12	Domestic
EPI_ISL_1941581	A/goose/Czech Republic/5363-10/2021	A / H5N8	Anser anser	Europe / Czech Republic / Plzensky Kraj / Okres Plzen-Jih / Zbuch, pond; GPS: 49.6897778N, 13.2289439E	2021-03-13	Wild
EPI_ISL_1697198	A/duck/Czech Republic/5360-1/2021	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Dobrenice	2021-03-18	Domestic
EPI_ISL_1697199	A/duck/Czech Republic/5360-2/2021	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Dobrenice	2021-03-18	Domestic
EPI_ISL_1719911	A/swan/Lithuania/1842PG1_21VIR2606-5/2021	A / H5N8	Swan	Europe / Lithuania / Vilnius	2021-03-19	
EPI_ISL_1719912	A/swan/Lithuania/2306PG1_21VIR2606-7/2021	A / H5N8	Swan	Europe / Lithuania / Vilnius	2021-03-19	
EPI_ISL_1697195	A/duck/Czech Republic/5466/2021	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Pardubicky kraj / Okres Pardubice / Vapno; GPS: 50.1074822N, 15.5273825E	2021-03-19	Domestic
EPI_ISL_1697196	A/duck/Czech Republic/5448/2021	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Stredocesky Kraj / Okres Nymburk / Vinice u Mestce Kralove	2021-03-19	Domestic
EPI_ISL_3128523	A/dalmatian pelican/Greece/47t_21VIR3735-3/2021	A / H5N8	Wild bird	Europe / Greece / Serres	2021-03-22	
EPI_ISL_3102067	A/chicken/Poland/H293_21RS1385-8/2021	A / H5N8	Chicken	Europe / Poland / Mazowieckie	2021-03-23	
EPI_ISL_1697197	A/australian brushturkey/Czech Republic/5904/2021	A / H5N8	Other avian	Europe / Czech Republic / Plzensky Kraj	2021-03-25	
EPI_ISL_1697182	A/chicken/Czech Republic/5903/2021	A / H5N8	Gallus gallus domesticus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Jicin / Vysoke Veseli	2021-03-25	Domestic
EPI_ISL_1697181	A/chicken/Czech Republic/6151/2021	A / H5N8	Gallus gallus domesticus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Kosicky	2021-03-29	Domestic
EPI_ISL_1697188	A/chicken/Czech Republic/6532-1/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Morovskoslezsky Kraj / Okres Bruntal / Zator	2021-04-01	Domestic
EPI_ISL_1697190	A/peacock/Czech Republic/6529-2/2021	A / H5N8	Pavo cristatus	Europe / Czech Republic / Ustecky Kraj / Okres Teplice / Bilina, Razice; GPS: 50.5215139N, 13.8259175E	2021-04-02	Domestic
EPI_ISL_1941579	A/duck/Czech Republic/6653-5/2021	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Stary Bydzov	2021-04-06	Domestic
EPI_ISL_1941580	A/duck/Czech Republic/6653-15/2021	A / H5N8	Anas platyrhynchos	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Stary Bydzov	2021-04-06	Domestic
EPI_ISL_1697183	A/chicken/Czech Republic/6684/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Ustecky Kraj / Okres Most / Polerady	2021-04-06	Domestic
EPI_ISL_1697184	A/chicken/Czech Republic/6654/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Plzensky Kraj / Okres Tacov / Bor; GPS: 49.7115939N, 12.7751636E	2021-04-06	Domestic
EPI_ISL_1697185	A/chicken/Czech Republic/6653-4/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Stary Bydzov	2021-04-06	Domestic
EPI_ISL_3102076	A/duck/Poland/H515_21RS1385-17/2021	A / H5N8	Duck	Europe / Poland / Lodzkie	2021-04-07	
EPI_ISL_3102077	A/duck/Poland/H514_21RS1385-18/2021	A / H5N8	Duck	Europe / Poland / Pomorskie	2021-04-07	
EPI_ISL_1941582	A/chicken/Czech Republic/7100/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Jihocesky Kraj / Okres Strakonice / Vodnany	2021-04-08	Domestic
EPI_ISL_3102082	A/mute_swan/Romania/11981-2_21VIR3163-6/2021	A / H5N8	Wild bird	Europe / Romania / Tulcea Chilia Veche	2021-04-08	
EPI_ISL_3102061	A/duck/Poland/H542_21RS1385-2/2021	A / H5N8	Duck	Europe / Poland / Wielkopolskie	2021-04-09	
EPI_ISL_3102071	A/chicken/Poland/H712_21RS1385-12/2021	A / H5N8	Chicken	Europe / Poland / Mazowieckie	2021-04-16	
EPI_ISL_1941351	A/chicken/Czech Republic/7682-9/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Nove Mesto	2021-04-18	Domestic
EPI_ISL_1941417	A/chicken/Czech Republic/7681-8/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Klamos	2021-04-18	Domestic
EPI_ISL_3102078	A/mute_swan/Poland/MB396_21RS1385-19/2021	A / H5N8	Wild bird	Europe / Poland / Zachodniopomorskie	2021-04-22	
EPI_ISL_3102056	A/chicken/Bulgaria/274-5_21VIR4270-4/2021	A / H5N8	Chicken	Europe / Bulgaria / Krivo pole, Haskovo	2021-04-23	
EPI_ISL_3102057	A/chicken/Bulgaria/275-4_21VIR4270-6/2021	A / H5N8	Chicken	Europe / Bulgaria / Trilistnik, Plovdiv	2021-04-26	
EPI_ISL_3102080	A/chicken/Austria/21052483_21VIR3291-1/2021	A / H5N8	Chicken	Europe / Austria / Oberneukirchen	2021-04-27	
EPI_ISL_3142391	A/mute_swan/Austria/21051907_21VIR3291-7/2021	A / H5N8	Wild bird	Europe / Austria / Oberneukirchen	2021-04-27	
EPI_ISL_3102064	A/duck/Poland/H1029_21RS1385-5/2021	A / H5N8	Duck	Europe / Poland / Wielkopolskie	2021-05-01	
EPI_ISL_3102070	A/white_stork/Poland/MB412_21RS1385-11/2021	A / H5N8	Wild bird	Europe / Poland / Mazowieckie	2021-05-02	
EPI_ISL_3102065	A/goose/Poland/H1036_21RS1385-6/2021	A / H5N8	Goose	Europe / Poland / Wielkopolskie	2021-05-03	
EPI_ISL_3102058	A/chicken/Bulgaria/297-2_21VIR4270-8/2021	A / H5N8	Chicken	Europe / Bulgaria / Trilistnik, Plovdiv	2021-05-05	
EPI_ISL_3102059	A/chicken/Bulgaria/298-1_21VIR4270-9/2021	A / H5N8	Chicken	Europe / Bulgaria / Trilistnik, Plovdiv	2021-05-05	
EPI_ISL_2681044	A/chicken/Romania/12448_21VIR3734-3/2021	A / H5N8	Chicken	Europe / Romania / Mures, Ungheni	2021-05-05	
EPI_ISL_3102072	A/chicken/Poland/H1084_21RS1385-13/2021	A / H5N8	Chicken	Europe / Poland / Mazowieckie	2021-05-07	
EPI_ISL_3102062	A/chicken/Poland/H1124_21RS1385-3/2021	A / H5N8	Chicken	Europe / Poland / Wielkopolskie	2021-05-11	
EPI_ISL_3102069	A/chicken/Poland/H1161_21RS1385-10/2021	A / H5N8	Chicken	Europe / Poland / Mazowieckie	2021-05-13	
EPI_ISL_2402936	A/chicken/Czech Republic/10251-1/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Stredocesky Kraj / Okres Melnik / Chorusice	2021-05-16	Domestic
EPI_ISL_2402938	A/chicken/Czech Republic/10405/2021	A / H5N8	Gallus gallus	Europe / Czech Republic / Stredocesky Kraj / Okres Mlada Boleslav	2021-05-17	Domestic
EPI_ISL_3128529	A/chicken/Kosovo/82_21VIR5162-1/2021	A / H5N8	Chicken	Europe / Kosovo / Mitrovica	2021-05-19	
EPI_ISL_3102079	A/turkey/Poland/H1289_21RS1385-20/2021	A / H5N8	Turkey	Europe / Poland / Mazowieckie	2021-05-24	
EPI_ISL_3128531	A/chicken/Kosovo/90_21VIR5162-4/2021	A / H5N8	Chicken	Europe / Kosovo / Rahovec	2021-05-25	
EPI_ISL_3128525	A/chicken/Kosovo/97_21VIR5162-15/2021	A / H5N8	Chicken	Europe / Kosovo / Gjilan	2021-05-31	
EPI_ISL_3128526	A/chicken/Kosovo/98_21VIR5162-16/2021	A / H5N8	Chicken	Europe / Kosovo / Mitrovice	2021-05-31	
EPI_ISL_3128533	A/chicken/Albania/2574_21VIR5387-1/2021	A / H5N8	Chicken	Europe / Albania	2021-05-31	
EPI_ISL_3128528	A/chicken/Kosovo/113_21VIR5162-19/2021	A / H5N8	Chicken	Europe / Kosovo / Shtime	2021-06-03	
EPI_ISL_3128534	A/chicken/Albania/3816_21VIR5387-2/2021	A / H5N8	Chicken	Europe / Albania	2021-06-04	
EPI_ISL_1121144	A/chicken/Ukraine/3/2016	A / H5N8	Chicken	Europe / Ukraine / Kherson Oblast / Kalanchatskiy District, Novooleksandrivka	2016-11-14	Domestic
EPI_ISL_255914	A/Eurasian Wigeon/Netherlands/9/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Noord-Holland	2016-12-04	Wild
EPI_ISL_268642	A/Eur_Wig/NL-Greonterp/16015653-001/2016	A / H5N8	Anas penelope	Europe / Netherlands / Provincie Friesland / Greonterp	2016-12-08	
EPI_ISL_413011	A/wild_bird/Iran/17RS654-24/2016	A / H5N8	Wild bird	Asia / Iran, Islamic Republic of	2016-12-09	
EPI_ISL_300548	A/Ruddy Shelduck/AN/2-14-12/2016	A / H5N8	Tadorna feruginea	Europe / Ukraine / Kherson Oblast	2016-12-14	Wild
EPI_ISL_300547	A/White-fronted Goose/AN/1-15-12/2016	A / H5N8	Anser albifrons	Europe / Ukraine	2016-12-15	Wild
EPI_ISL_285621	A/chicken/Egypt/Gharbiya-15/2017	A / H5N8	Chicken	Africa / Egypt / Gharbiya	2017	
EPI_ISL_255212	A/Greylag_goose/Hungary/320/2017	A / H5N8	Anser anser	Europe / Hungary / Somogy megye / Somogy	2017-01-04	
EPI_ISL_255194	A/Goose/Hungary/1030/2017	A / H5N8	Avian	Europe / Hungary / Csongrad megye	2017-01-11	
EPI_ISL_255218	A/Mallard/Hungary/1574b/2017	A / H5N8	Anas platyrhynchos	Europe / Hungary / Somogy megye / Somogy	2017-01-14	Wild
EPI_ISL_255181	A/swan/Italy/17VIR537-2/2017	A / H5N8	Swan	Europe / Italy / Udine	2017-01-19	
EPI_ISL_255206	A/Peregrine_falcon/Hungary/4882/2017	A / H5N8	Falco peregrinus	Europe / Hungary / Gyor-Moson-Sopron	2017-02-07	
EPI_ISL_268513	A/duck/Egypt/F446/2017	A / H5N8	Duck	Africa / Egypt / Cairo	2017-04-06	Domestic
EPI_ISL_297235	A/chicken/Rostov-on-Don/1598/2017	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Rostov Oblast	2017-11-17	Domestic
EPI_ISL_344539	A/Turkey/Egypt/AR550/2018	A / H5N8	Turkey	Africa / Egypt / Fayoum	2018-03-28	
EPI_ISL_344541	A/Chicken/Egypt/AR553/2018	A / H5N8	Chicken	Africa / Egypt / Giza	2018-04-04	
EPI_ISL_320607	A/chicken/Kursk/284/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-11	Domestic
EPI_ISL_320608	A/chicken/Kursk/526/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-15	Domestic
EPI_ISL_320662	A/chicken/Penza/300/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-15	Domestic
EPI_ISL_320663	A/chicken/Penza/301/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-15	Domestic
EPI_ISL_320676	A/chicken/Penza/605/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-19	Domestic
EPI_ISL_320677	A/chicken/Penza/607/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-19	Domestic
EPI_ISL_320664	A/chicken/Orel/533/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Oryol Oblast	2018-06-20	Domestic
EPI_ISL_320680	A/chicken/Kursk/757/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-20	Domestic
EPI_ISL_320660	A/goose/Samara/455/2018	A / H5N8	Anser anser	Europe / Russian Federation / Samara Oblast	2018-06-22	Domestic
EPI_ISL_320661	A/goose/Samara/459/2018	A / H5N8	Anser anser	Europe / Russian Federation / Samara Oblast	2018-06-22	Domestic
EPI_ISL_320659	A/duck/Samara/452/2018	A / H5N8	Anas platyrhynchos	Europe / Russian Federation / Samara Oblast	2018-06-22	Domestic
EPI_ISL_320658	A/chicken/Samara/447/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Samara Oblast	2018-06-22	Domestic
EPI_ISL_320684	A/goose/Samara/675/2018	A / H5N8	Anser anser	Europe / Russian Federation / Samara Oblast	2018-07-04	Domestic
EPI_ISL_320675	A/turkey/Rostov-on-Don/817/2018	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2018-07-16	Domestic
EPI_ISL_320678	A/chicken/Cheboksary/805/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Chuvash Republic-Chuvashia	2018-07-16	Domestic
EPI_ISL_320679	A/chicken/Cheboksary/806/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Chuvash Republic-Chuvashia	2018-07-16	Domestic
EPI_ISL_337151	A/chicken/Mari El/870/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Mari El Republic	2018-08-03	Domestic
EPI_ISL_336930	A/turkey/Rostov-on-Don/1117/2018	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2018-09-28	Domestic
EPI_ISL_336929	A/chicken/Voronezh/1488/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336931	A/chiken/Voronezh/1491/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336932	A/chicken/Voronezh/1504/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336933	A/chicken/Voronezh/1513/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_626648	A/goose/Russian_Federation/Omsk/1680-6/2020	A / H5N5	Goose	Europe / Russian Federation / Omsk Oblast	2020-10-02	
EPI_ISL_626647	A/chicken/Russian_Federation/Omsk/1680-10/2020	A / H5N5	Chicken	Europe / Russian Federation / Omsk Oblast	2020-10-02	
EPI_ISL_614399	A/buzzard/Germany-MV/AI02166/2020	A / H5N5	Buteo buteo	Europe / Germany / Mecklenburg-Vorpommern	2020-10-29	Wild
EPI_ISL_1123358	A/brent_goose/England/095684/2020	A / H5N5	Branta bernicla	Europe / United Kingdom / Northumberland	2020-11-12	Wild
EPI_ISL_660264	A/Gallus_gallus/Belgium/12168_002/2020	A / H5N5	Gallus gallus domesticus	Europe / Belgium / Provincie West-Vlaanderen / Menen	2020-11-18	Domestic
EPI_ISL_683752	A/Eurasian_wigeon/Italy/20VIR7301-34/2020	A / H5N8	Wild bird	Europe / Italy / Veneto / Province of Venice / Jesolo	2020-11-21	
EPI_ISL_683999	A/mute swan/Wales/048068/2020	A / H5N5	Cygnus olor	Europe / United Kingdom	2020-11-24	Wild
EPI_ISL_683997	A/mute swan/Wales/048069/2020	A / H5N5	Cygnus olor	Europe / United Kingdom	2020-11-24	Wild
EPI_ISL_956409	A/common_teal/Italy/20VIR7439-190/2020	A / H5N5	Common teal	Europe / Italy / Rovigo	2020-11-28	
EPI_ISL_1665267	A/mute_swan/Slovenia/1914-20_21VIR959-5/2020	A / H5N5	Swan	Europe / Slovenia	2020-12-24	
