#node	date	numeric date
EPI_ISL_1184511	--	--
EPI_ISL_1184510	--	--
NODE_0000302	--	--
EPI_ISL_985208	--	--
NODE_0000303	--	--
EPI_ISL_985195	--	--
EPI_ISL_985210	--	--
NODE_0000305	--	--
EPI_ISL_985181	--	--
EPI_ISL_1009706	--	--
NODE_0000307	--	--
EPI_ISL_985185	--	--
NODE_0000308	--	--
EPI_ISL_985200	--	--
EPI_ISL_985182	--	--
EPI_ISL_985198	--	--
EPI_ISL_985209	--	--
NODE_0000310	1855-12-02	1855.918846
NODE_0000311	--	--
EPI_ISL_5095644	--	--
EPI_ISL_5115763	--	--
NODE_0000312	1902-03-11	1902.191624
NODE_0000313	1952-10-15	1952.789216
NODE_0000314	2011-08-08	2011.601544
EPI_ISL_603233	2020-06-03	2020.420765
EPI_ISL_603235	2020-02-21	2020.139344
NODE_0000315	--	--
EPI_ISL_739692	--	--
EPI_ISL_739690	--	--
EPI_ISL_739691	--	--
NODE_0000317	--	--
NODE_0000318	--	--
EPI_ISL_1063533	--	--
EPI_ISL_4062112	--	--
NODE_0000319	--	--
EPI_ISL_718112	--	--
EPI_ISL_718114	--	--
EPI_ISL_14770166	--	--
NODE_0000331	--	--
EPI_ISL_718113	--	--
EPI_ISL_718115	--	--
NODE_0000333	--	--
EPI_ISL_1273440	--	--
EPI_ISL_1273437	--	--
EPI_ISL_1273438	--	--
EPI_ISL_1273439	--	--
NODE_0000355	--	--
EPI_ISL_718120	--	--
EPI_ISL_718121	--	--
EPI_ISL_718122	--	--
EPI_ISL_718123	--	--
NODE_0000320	--	--
NODE_0000321	--	--
EPI_ISL_732940	--	--
EPI_ISL_732939	--	--
EPI_ISL_732941	--	--
EPI_ISL_732942	--	--
NODE_0000323	--	--
NODE_0000324	--	--
EPI_ISL_732937	--	--
EPI_ISL_732935	--	--
EPI_ISL_732936	--	--
EPI_ISL_732938	--	--
NODE_0000326	--	--
EPI_ISL_738053	--	--
EPI_ISL_738054	--	--
EPI_ISL_738055	--	--
EPI_ISL_738056	--	--
NODE_0000336	--	--
EPI_ISL_718116	--	--
EPI_ISL_718117	--	--
EPI_ISL_718118	--	--
EPI_ISL_718119	--	--
NODE_0000350	--	--
EPI_ISL_710434	--	--
EPI_ISL_710435	--	--
NODE_0000337	--	--
EPI_ISL_732928	--	--
EPI_ISL_732930	--	--
NODE_0000338	--	--
EPI_ISL_732927	--	--
EPI_ISL_732929	--	--
NODE_0000342	--	--
EPI_ISL_732931	--	--
EPI_ISL_732932	--	--
EPI_ISL_732933	--	--
EPI_ISL_732934	--	--
NODE_0000344	--	--
EPI_ISL_738051	--	--
EPI_ISL_738050	--	--
EPI_ISL_738049	--	--
EPI_ISL_738052	--	--
NODE_0000351	--	--
NODE_0000352	--	--
EPI_ISL_710436	--	--
EPI_ISL_710437	--	--
NODE_0000353	--	--
EPI_ISL_710450	--	--
EPI_ISL_710451	--	--
EPI_ISL_710452	--	--
EPI_ISL_710453	--	--
NODE_0000356	--	--
EPI_ISL_1009681	--	--
EPI_ISL_710438	--	--
EPI_ISL_710439	--	--
EPI_ISL_710440	--	--
EPI_ISL_710441	--	--
EPI_ISL_718106	--	--
EPI_ISL_718107	--	--
EPI_ISL_985188	--	--
EPI_ISL_985192	--	--
EPI_ISL_985201	--	--
EPI_ISL_985202	--	--
EPI_ISL_985203	--	--
EPI_ISL_1009684	--	--
NODE_0000358	--	--
EPI_ISL_732943	--	--
EPI_ISL_732944	--	--
EPI_ISL_732945	--	--
EPI_ISL_732946	--	--
NODE_0000366	--	--
EPI_ISL_710442	--	--
EPI_ISL_710443	--	--
EPI_ISL_710444	--	--
EPI_ISL_710445	--	--
NODE_0000369	--	--
EPI_ISL_1273410	--	--
EPI_ISL_681282	--	--
EPI_ISL_1273411	--	--
EPI_ISL_681283	--	--
NODE_0000381	--	--
EPI_ISL_854606	--	--
EPI_ISL_854608	--	--
NODE_0000382	--	--
EPI_ISL_854605	--	--
EPI_ISL_854607	--	--
NODE_0000360	--	--
EPI_ISL_978906	--	--
EPI_ISL_978907	--	--
EPI_ISL_978908	--	--
EPI_ISL_978909	--	--
NODE_0000361	--	--
EPI_ISL_1184517	--	--
EPI_ISL_1184518	--	--
NODE_0000372	--	--
EPI_ISL_985183	--	--
EPI_ISL_1009699	--	--
EPI_ISL_1009701	--	--
EPI_ISL_1009697	--	--
EPI_ISL_1009700	--	--
NODE_0000373	--	--
EPI_ISL_1009703	--	--
EPI_ISL_1009704	--	--
NODE_0000385	--	--
EPI_ISL_759854	--	--
EPI_ISL_759855	--	--
EPI_ISL_759856	--	--
EPI_ISL_759857	--	--
NODE_0000387	--	--
EPI_ISL_854609	--	--
EPI_ISL_854610	--	--
EPI_ISL_854611	--	--
EPI_ISL_854612	--	--
NODE_0000389	--	--
EPI_ISL_718109	--	--
EPI_ISL_710448	--	--
EPI_ISL_710446	--	--
EPI_ISL_710447	--	--
EPI_ISL_710449	--	--
EPI_ISL_718108	--	--
EPI_ISL_718110	--	--
EPI_ISL_718111	--	--
NODE_0000290	1950-01-10	1950.026718
EPI_ISL_684037	--	--
NODE_0000289	1993-08-12	1993.612705
EPI_ISL_14937233	2021-03-03	2021.167123
NODE_0000286	2002-11-24	2002.897300
NODE_0000287	2015-07-24	2015.561642
EPI_ISL_623074	2020-05-12	2020.360656
NODE_0000288	2020-08-01	2020.581967
EPI_ISL_13632084	2020-08-01	2020.581967
EPI_ISL_14874401	2020-08-01	2020.581967
NODE_0000248	2007-11-24	2007.896553
NODE_0000285	2010-06-15	2010.453725
EPI_ISL_5865550	--	--
EPI_ISL_1139021	2020-10-29	2020.825137
NODE_0000273	2014-04-18	2014.293495
EPI_ISL_2574053	2021-04-06	2021.260274
NODE_0000274	2017-03-28	2017.236734
EPI_ISL_1239109	2021-02-24	2021.147945
EPI_ISL_1307716	2021-03-02	2021.164384
NODE_0000249	2010-02-05	2010.096989
NODE_0000254	2019-05-29	2019.405884
EPI_ISL_1139085	2020-11-01	2020.833333
NODE_0000255	2020-02-12	2020.114845
EPI_ISL_710539	2020-12-06	2020.928962
EPI_ISL_1139097	2020-11-04	2020.841530
NODE_0000251	2020-11-02	2020.836066
EPI_ISL_1139172	2020-11-26	2020.901639
EPI_ISL_1139082	2020-11-02	2020.836066
NODE_0000235	2013-02-27	2013.158090
EPI_ISL_7623789	2021-07-12	2021.526027
NODE_0000236	2014-02-13	2014.117814
EPI_ISL_5060031	2020-11-03	2020.838798
NODE_0000252	2020-08-13	2020.614754
EPI_ISL_644121	2020-08-13	2020.614754
EPI_ISL_644124	2020-08-13	2020.614754
EPI_ISL_644149	2020-08-13	2020.614754
NODE_0000258	2013-10-26	2013.817773
EPI_ISL_2176841	2021-02-05	2021.095890
NODE_0000259	2019-05-10	2019.355022
EPI_ISL_1575130	2020-11-06	2020.846995
NODE_0000256	2020-10-25	2020.816553
EPI_ISL_1139024	2020-11-02	2020.836066
NODE_0000257	2020-11-06	2020.846995
EPI_ISL_1575134	2020-11-06	2020.846995
EPI_ISL_1575129	2020-11-06	2020.846995
NODE_0000263	2020-11-06	2020.846995
EPI_ISL_1575131	2020-11-06	2020.846995
EPI_ISL_1575136	2020-11-06	2020.846995
EPI_ISL_1575132	2020-11-06	2020.846995
EPI_ISL_1575133	2020-11-06	2020.846995
EPI_ISL_1575135	2020-11-06	2020.846995
NODE_0000515	2010-11-18	2010.880802
NODE_0000516	2016-06-15	2016.456189
EPI_ISL_3298300	2021-03-03	2021.167123
EPI_ISL_1307695	2021-03-03	2021.167123
EPI_ISL_1235689	2021-02-28	2021.158904
NODE_0000519	2019-01-14	2019.037750
EPI_ISL_2301187	2021-03-14	2021.197260
EPI_ISL_3314973	2021-03-14	2021.197260
NODE_0000521	2017-05-13	2017.363833
EPI_ISL_1093423	2021-02-16	2021.126027
NODE_0000522	2018-06-14	2018.451676
EPI_ISL_1390546	2021-03-15	2021.200000
EPI_ISL_3001273	2021-05-21	2021.383562
EPI_ISL_1386128	2021-03-21	2021.216438
EPI_ISL_1307703	2021-02-21	2021.139726
EPI_ISL_2131573	2021-04-20	2021.298630
NODE_0000524	2021-02-27	2021.156164
EPI_ISL_1236901	2021-02-27	2021.156164
EPI_ISL_1389398	2021-03-15	2021.200000
NODE_0000250	2015-07-29	2015.574297
NODE_0000536	2020-08-06	2020.595628
EPI_ISL_644145	2020-08-06	2020.595628
EPI_ISL_644146	2020-08-06	2020.595628
EPI_ISL_644147	2020-08-06	2020.595628
EPI_ISL_644148	2020-08-06	2020.595628
EPI_ISL_644160	2020-08-06	2020.595628
EPI_ISL_644161	2020-08-06	2020.595628
NODE_0000261	2017-09-21	2017.721898
NODE_0000262	2018-11-28	2018.906997
EPI_ISL_637098	2020-07-31	2020.579235
EPI_ISL_654833	2020-09-08	2020.685792
NODE_0000529	2019-05-24	2019.394033
EPI_ISL_654836	2020-08-27	2020.653005
EPI_ISL_654837	2020-08-27	2020.653005
NODE_0000530	2020-08-27	2020.653005
EPI_ISL_654838	2020-08-27	2020.653005
EPI_ISL_654839	2020-08-27	2020.653005
NODE_0000265	2020-08-27	2020.653005
EPI_ISL_654835	2020-08-27	2020.653005
EPI_ISL_654834	2020-08-27	2020.653005
NODE_0000272	2011-04-15	2011.287345
NODE_0000280	2020-01-20	2020.053568
EPI_ISL_1665256	2021-01-08	2021.019178
EPI_ISL_5061890	2020-11-18	2020.879781
NODE_0000278	2011-04-15	2011.287345
NODE_0000279	2015-04-01	2015.248742
NODE_0000275	2016-12-03	2016.921002
NODE_0000276	2020-10-30	2020.827869
EPI_ISL_1139035	2020-10-30	2020.827869
EPI_ISL_641377	2020-11-02	2020.836066
NODE_0000277	2019-12-10	2019.941792
EPI_ISL_1114735	2020-09-26	2020.734973
EPI_ISL_1114736	2020-09-26	2020.734973
NODE_0000283	2015-07-19	2015.546886
NODE_0000269	2019-09-10	2019.692281
NODE_0000297	2020-08-17	2020.625683
EPI_ISL_644144	2020-08-17	2020.625683
EPI_ISL_644142	2020-08-17	2020.625683
NODE_0000271	2020-08-17	2020.625683
EPI_ISL_626650	2020-08-17	2020.625683
EPI_ISL_644143	2020-08-17	2020.625683
EPI_ISL_644159	2020-08-17	2020.625683
NODE_0000299	2015-07-19	2015.546886
EPI_ISL_5098142	2021-01-18	2021.046575
NODE_0000281	2018-07-24	2018.559512
NODE_0000282	2020-09-03	2020.672131
EPI_ISL_654826	2020-09-03	2020.672131
EPI_ISL_654829	2020-09-03	2020.672131
NODE_0000304	2020-08-05	2020.595241
NODE_0000306	2020-08-17	2020.625683
EPI_ISL_644140	2020-08-17	2020.625683
EPI_ISL_644139	2020-08-17	2020.625683
NODE_0000309	2020-08-17	2020.625683
EPI_ISL_644158	2020-08-17	2020.625683
EPI_ISL_644141	2020-08-17	2020.625683
NODE_0000539	2012-08-22	2012.640803
EPI_ISL_956414	2020-11-21	2020.887978
NODE_0000550	2020-10-25	2020.814208
EPI_ISL_1114746	2020-10-25	2020.814208
EPI_ISL_1114747	2020-10-25	2020.814208
EPI_ISL_1114748	2020-10-25	2020.814208
NODE_0000541	2014-03-28	2014.237643
NODE_0000542	2019-02-21	2019.141742
EPI_ISL_1046889	2021-02-19	2021.134247
EPI_ISL_775267	2021-01-04	2021.008219
NODE_0000543	2015-06-27	2015.485075
NODE_0000545	2021-02-26	2021.153425
EPI_ISL_5116063	2021-02-26	2021.153425
EPI_ISL_5116172	2021-03-02	2021.164384
NODE_0000322	2018-01-13	2018.035564
EPI_ISL_2227275	2021-05-21	2021.383562
EPI_ISL_5095649	2021-01-28	2021.073973
NODE_0000600	2019-10-06	2019.764100
EPI_ISL_2234819	2021-01-19	2021.049315
EPI_ISL_2234820	2021-01-22	2021.057534
EPI_ISL_2234818	2021-01-13	2021.032877
NODE_0000325	2020-12-16	2020.958645
NODE_0000327	2021-01-13	2021.032877
EPI_ISL_2234817	2021-01-13	2021.032877
EPI_ISL_1665274	2021-01-19	2021.049315
NODE_0000328	2021-01-01	2021.002435
NODE_0000329	2021-01-13	2021.032877
EPI_ISL_1665273	2021-01-13	2021.032877
EPI_ISL_1665254	2021-01-13	2021.032877
NODE_0000330	2021-01-13	2021.032877
EPI_ISL_2234816	2021-01-13	2021.032877
EPI_ISL_2234815	2021-01-13	2021.032877
NODE_0000298	2014-06-08	2014.435000
EPI_ISL_1399231	2021-02-18	2021.131507
NODE_0000300	2015-03-15	2015.201307
EPI_ISL_5863929	2020-10-12	2020.778689
